mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_model__C,param_model__epsilon,param_model__gamma,param_model__kernel,params,split0_test_mae,split1_test_mae,split2_test_mae,split3_test_mae,split4_test_mae,mean_test_mae,std_test_mae,rank_test_mae,split0_test_r2,split1_test_r2,split2_test_r2,split3_test_r2,split4_test_r2,mean_test_r2,std_test_r2,rank_test_r2
0.17960352897644044,0.01691399722589989,0.07680177688598633,0.007407473507030311,1.0,0.2,scale,rbf,"{'model__C': 1.0, 'model__epsilon': 0.2, 'model__gamma': 'scale', 'model__kernel': 'rbf'}",-0.7170023116455209,-0.766724482490914,-0.735095246501851,-0.5061751536952707,-0.7584121914712376,-0.6966818771609589,0.09684824929098824,9,0.6063564806998678,0.6480224910718382,0.5934581297677017,0.514655150934834,0.7842389781146482,0.629346246117778,0.08866915368314796,5
0.1646585464477539,0.01641304384810396,0.07727546691894531,0.0074691729194284705,1.0,0.2,auto,rbf,"{'model__C': 1.0, 'model__epsilon': 0.2, 'model__gamma': 'auto', 'model__kernel': 'rbf'}",-0.7170023116455209,-0.766724482490914,-0.735095246501851,-0.5061751536952707,-0.7584121914712376,-0.6966818771609589,0.09684824929098824,9,0.6063564806998678,0.6480224910718382,0.5934581297677017,0.514655150934834,0.7842389781146482,0.629346246117778,0.08866915368314796,5
0.2663276672363281,0.018267620844801782,0.09708762168884277,0.009783603008983587,2.0,0.05,scale,rbf,"{'model__C': 2.0, 'model__epsilon': 0.05, 'model__gamma': 'scale', 'model__kernel': 'rbf'}",-0.7282654765897272,-0.780208850576755,-0.7494416553411963,-0.5310465160323546,-0.7679782567971203,-0.7113881510674307,0.09186375496230686,17,0.5951910726523,0.6389999518621371,0.5829199757103108,0.46696631168488345,0.7775917668271121,0.6123338157473487,0.10031154676733085,17
0.24558186531066895,0.015437300185691236,0.10974063873291015,0.011298732669369677,2.0,0.05,auto,rbf,"{'model__C': 2.0, 'model__epsilon': 0.05, 'model__gamma': 'auto', 'model__kernel': 'rbf'}",-0.7282654765897272,-0.780208850576755,-0.7494416553411963,-0.5310465160323546,-0.7679782567971203,-0.7113881510674307,0.09186375496230686,17,0.5951910726523,0.6389999518621371,0.5829199757103108,0.46696631168488345,0.7775917668271121,0.6123338157473487,0.10031154676733085,17
0.24808063507080078,0.018903470042119116,0.08812241554260254,0.009138372765407273,2.0,0.1,scale,rbf,"{'model__C': 2.0, 'model__epsilon': 0.1, 'model__gamma': 'scale', 'model__kernel': 'rbf'}",-0.7219413915947436,-0.7779433640580369,-0.7492363734536589,-0.5264201732139635,-0.7634098605808791,-0.7077902325802564,0.09255067931068928,13,0.6019722484807768,0.6421093548630933,0.5836996364143519,0.47678225039876043,0.7797357476585612,0.6168598475631087,0.09809084553412682,15
0.24297647476196288,0.020789707566960948,0.08879580497741699,0.008949406507138378,2.0,0.1,auto,rbf,"{'model__C': 2.0, 'model__epsilon': 0.1, 'model__gamma': 'auto', 'model__kernel': 'rbf'}",-0.7219413915947436,-0.7779433640580369,-0.7492363734536589,-0.5264201732139635,-0.7634098605808791,-0.7077902325802564,0.09255067931068928,13,0.6019722484807768,0.6421093548630933,0.5836996364143519,0.47678225039876043,0.7797357476585612,0.6168598475631087,0.09809084553412682,15
0.21939258575439452,0.025282671490976964,0.07949399948120117,0.009096749915169858,2.0,0.2,scale,rbf,"{'model__C': 2.0, 'model__epsilon': 0.2, 'model__gamma': 'scale', 'model__kernel': 'rbf'}",-0.7275151018942769,-0.7775641545019586,-0.7434552714421516,-0.52070050766439,-0.7729626483120918,-0.7084395367629739,0.09568423758239468,15,0.6013573187480518,0.6434071257327372,0.5891675726436618,0.49120704215058586,0.7744320608993496,0.6199142240348772,0.09195970021009658,13
0.21113872528076172,0.01466007729706056,0.07985868453979492,0.004038830970456727,2.0,0.2,auto,rbf,"{'model__C': 2.0, 'model__epsilon': 0.2, 'model__gamma': 'auto', 'model__kernel': 'rbf'}",-0.7275151018942769,-0.7775641545019586,-0.7434552714421516,-0.52070050766439,-0.7729626483120918,-0.7084395367629739,0.09568423758239468,15,0.6013573187480518,0.6434071257327372,0.5891675726436618,0.49120704215058586,0.7744320608993496,0.6199142240348772,0.09195970021009658,13
0.36703925132751464,0.030092378962325982,0.09967579841613769,0.011571898661582838,5.0,0.05,scale,rbf,"{'model__C': 5.0, 'model__epsilon': 0.05, 'model__gamma': 'scale', 'model__kernel': 'rbf'}",-0.7450561900273894,-0.815539681860571,-0.775784369185802,-0.5626306803897663,-0.8233047967512762,-0.744463143642961,0.09519694965291199,23,0.579480057288016,0.6128922779679153,0.5612366435076512,0.4134399444448449,0.7428508193369779,0.5819799485090811,0.1055246666158862,23
0.3804031848907471,0.019498501829845784,0.10644559860229492,0.022011807657521858,5.0,0.05,auto,rbf,"{'model__C': 5.0, 'model__epsilon': 0.05, 'model__gamma': 'auto', 'model__kernel': 'rbf'}",-0.7450561900273894,-0.815539681860571,-0.775784369185802,-0.5626306803897663,-0.8233047967512762,-0.744463143642961,0.09519694965291199,23,0.579480057288016,0.6128922779679153,0.5612366435076512,0.4134399444448449,0.7428508193369779,0.5819799485090811,0.1055246666158862,23
0.355623197555542,0.008786100337356169,0.10227899551391602,0.013977911467944627,5.0,0.1,scale,rbf,"{'model__C': 5.0, 'model__epsilon': 0.1, 'model__gamma': 'scale', 'model__kernel': 'rbf'}",-0.7377369359122681,-0.8120502147458595,-0.770380847923891,-0.5531322279113599,-0.8178190242439414,-0.7382238501474638,0.09703498550803419,21,0.5885682754677737,0.6155053581779015,0.5670185573079801,0.43086386481007,0.7456607407846005,0.5895233593096652,0.10073148430573797,21
0.3317315101623535,0.012555977857400768,0.08409810066223145,0.003451553106960409,5.0,0.1,auto,rbf,"{'model__C': 5.0, 'model__epsilon': 0.1, 'model__gamma': 'auto', 'model__kernel': 'rbf'}",-0.7377369359122681,-0.8120502147458595,-0.770380847923891,-0.5531322279113599,-0.8178190242439414,-0.7382238501474638,0.09703498550803419,21,0.5885682754677737,0.6155053581779015,0.5670185573079801,0.43086386481007,0.7456607407846005,0.5895233593096652,0.10073148430573797,21
0.2904022693634033,0.020148877079048753,0.0733715534210205,0.00944045124512841,5.0,0.2,scale,rbf,"{'model__C': 5.0, 'model__epsilon': 0.2, 'model__gamma': 'scale', 'model__kernel': 'rbf'}",-0.7286945219059697,-0.8137289348926847,-0.768092880605277,-0.5470738125891271,-0.8162645390035511,-0.7347709377993219,0.0992502472106476,19,0.5993213447919208,0.6137750933446584,0.5715837372046226,0.44577014136707294,0.7465165200893421,0.5953933673595234,0.09606823865607528,19
0.24802088737487793,0.019755036047271624,0.05537328720092773,0.0021225358727649216,5.0,0.2,auto,rbf,"{'model__C': 5.0, 'model__epsilon': 0.2, 'model__gamma': 'auto', 'model__kernel': 'rbf'}",-0.7286945219059697,-0.8137289348926847,-0.768092880605277,-0.5470738125891271,-0.8162645390035511,-0.7347709377993219,0.0992502472106476,19,0.5993213447919208,0.6137750933446584,0.5715837372046226,0.44577014136707294,0.7465165200893421,0.5953933673595234,0.09606823865607528,19
