mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_model__colsample_bytree,param_model__learning_rate,param_model__max_depth,param_model__n_estimators,param_model__subsample,params,split0_test_mae,split1_test_mae,split2_test_mae,split3_test_mae,split4_test_mae,mean_test_mae,std_test_mae,rank_test_mae,split0_test_r2,split1_test_r2,split2_test_r2,split3_test_r2,split4_test_r2,mean_test_r2,std_test_r2,rank_test_r2
0.763194227218628,0.0505507105834403,0.005503559112548828,6.922315826574232e-05,0.7,0.03,5,900,0.8,"{'model__colsample_bytree': 0.7, 'model__learning_rate': 0.03, 'model__max_depth': 5, 'model__n_estimators': 900, 'model__subsample': 0.8}",-0.6841257083512635,-0.7640220477404933,-0.7459651871242263,-0.5233857638556908,-0.771390896425356,-0.697777920699406,0.09244260325062613,54,0.633064652717568,0.6632287448376242,0.5856111848889602,0.49060656164193794,0.7770809091958099,0.6299184106563801,0.09396509959529575,48
0.6798779487609863,0.07044856642022995,0.009879446029663086,0.001453808562073196,0.7,0.03,5,900,1.0,"{'model__colsample_bytree': 0.7, 'model__learning_rate': 0.03, 'model__max_depth': 5, 'model__n_estimators': 900, 'model__subsample': 1.0}",-0.6777751167525523,-0.7765275010265896,-0.7387777173699801,-0.5280383367577021,-0.7903665269622334,-0.7022970397738115,0.0954616740632853,61,0.6285757308015552,0.6492102227911161,0.5891913202627673,0.48503017858157293,0.7709525680658265,0.6245920041005677,0.09249221914575373,62
0.567698621749878,0.023093304475728833,0.007848548889160156,0.002281027216224347,0.7,0.03,7,300,0.8,"{'model__colsample_bytree': 0.7, 'model__learning_rate': 0.03, 'model__max_depth': 7, 'model__n_estimators': 300, 'model__subsample': 0.8}",-0.6904774096291869,-0.7643936410050649,-0.7334670617661861,-0.5220493301152586,-0.7701495887006209,-0.6961074062432635,0.09150837035926362,51,0.6307075136455573,0.659978761158146,0.5970737574043049,0.49446767964030724,0.7782288907526057,0.6320913205201844,0.09198076968132629,42
0.6225085735321045,0.028402466176525903,0.00464777946472168,0.001173631814491019,0.7,0.03,7,300,1.0,"{'model__colsample_bytree': 0.7, 'model__learning_rate': 0.03, 'model__max_depth': 7, 'model__n_estimators': 300, 'model__subsample': 1.0}",-0.6860247015831413,-0.7772848718700225,-0.7349306579236894,-0.5255211175652906,-0.7750678391145883,-0.6997658376113465,0.09323754391195148,59,0.6245496767680581,0.6453218057307757,0.5977855583297613,0.49129792423339347,0.7773612212642671,0.6272632372652511,0.09188947710096046,55
1.3037923336029054,0.09312757637272631,0.01274251937866211,0.006696793737696301,0.7,0.03,7,600,0.8,"{'model__colsample_bytree': 0.7, 'model__learning_rate': 0.03, 'model__max_depth': 7, 'model__n_estimators': 600, 'model__subsample': 0.8}",-0.6962922616499267,-0.7751463753310357,-0.7378481220837505,-0.5334576225338815,-0.7962102058408936,-0.7077909174878976,0.09357615146802101,79,0.6240898455329555,0.6538773310093251,0.5950009030589409,0.4785364487505881,0.7653890985616396,0.6233787253826899,0.0926090736669688,64
1.2229970932006835,0.08221496254786362,0.013404512405395507,0.006536152155787723,0.7,0.03,7,600,1.0,"{'model__colsample_bytree': 0.7, 'model__learning_rate': 0.03, 'model__max_depth': 7, 'model__n_estimators': 600, 'model__subsample': 1.0}",-0.6919935944288298,-0.7899414549435018,-0.7449735110202363,-0.5351760691360248,-0.7991282115762728,-0.712242568220973,0.0963536327011579,92,0.6204452958371227,0.636076037555809,0.5926866202254266,0.4772847831784237,0.7649036128126507,0.6182792699218865,0.09203753967286166,83
1.871141529083252,0.10615411222216357,0.01539297103881836,0.0016206543584957069,0.7,0.03,7,900,0.8,"{'model__colsample_bytree': 0.7, 'model__learning_rate': 0.03, 'model__max_depth': 7, 'model__n_estimators': 900, 'model__subsample': 0.8}",-0.6961448941047053,-0.7800737956756135,-0.7408480325284525,-0.5380629688891052,-0.804989983478849,-0.7120239349353452,0.09446571862433713,90,0.6237453077575376,0.6502298853615571,0.5931545427882969,0.4723581402245527,0.7606925251505978,0.6200360802565084,0.09299575340235364,77
1.7961155414581298,0.1073988558086452,0.012616157531738281,0.0031509169617835587,0.7,0.03,7,900,1.0,"{'model__colsample_bytree': 0.7, 'model__learning_rate': 0.03, 'model__max_depth': 7, 'model__n_estimators': 900, 'model__subsample': 1.0}",-0.694306049185292,-0.7938721917931512,-0.7497757113090473,-0.5410633171595574,-0.806963396970385,-0.7171961332834866,0.09648371193989433,106,0.618871105955408,0.6335762092052375,0.5903520315351094,0.47167983282957127,0.7605035809250942,0.6149965520900841,0.09238998395880978,92
0.12144474983215332,0.014213305380212144,0.002355527877807617,3.2308805325164095e-05,0.7,0.05,3,300,0.8,"{'model__colsample_bytree': 0.7, 'model__learning_rate': 0.05, 'model__max_depth': 3, 'model__n_estimators': 300, 'model__subsample': 0.8}",-0.6916264865956838,-0.724919857630262,-0.7204053439404474,-0.5014149296222372,-0.7276611938909351,-0.6732055623359131,0.08685500039504053,11,0.6084967419539168,0.6908655366627365,0.6063916964233004,0.5196320908335019,0.8003341936081712,0.6451440518963254,0.09462817445596877,11
0.09921178817749024,0.013554956385881433,0.003644704818725586,0.001445971497909072,0.7,0.05,3,300,1.0,"{'model__colsample_bytree': 0.7, 'model__learning_rate': 0.05, 'model__max_depth': 3, 'model__n_estimators': 300, 'model__subsample': 1.0}",-0.6693238184683197,-0.7424370015121646,-0.7178194800568822,-0.5020782725651852,-0.7304215155178032,-0.672416017624071,0.08871703270376996,7,0.6238014118491269,0.6768949860284306,0.6031840027643025,0.5160772706579226,0.7982936518272962,0.6436502646254157,0.09308722017743552,14
0.20566701889038086,0.014197287978494077,0.0043408870697021484,0.0006801879741415532,0.7,0.05,3,600,0.8,"{'model__colsample_bytree': 0.7, 'model__learning_rate': 0.05, 'model__max_depth': 3, 'model__n_estimators': 600, 'model__subsample': 0.8}",-0.7015682680951292,-0.7329026883386246,-0.7298761439013218,-0.5091115314202963,-0.7648053207073147,-0.6876527904925374,0.0914915290665927,34,0.6011226022611129,0.687384628048165,0.6007593187245923,0.5073052688798267,0.783506154580653,0.6360155944988699,0.0931870342169584,29
0.20101456642150878,0.02820276547753617,0.004738044738769531,0.001234822493102045,0.7,0.05,3,600,1.0,"{'model__colsample_bytree': 0.7, 'model__learning_rate': 0.05, 'model__max_depth': 3, 'model__n_estimators': 600, 'model__subsample': 1.0}",-0.6867457257472089,-0.7527690850821958,-0.7283813425035444,-0.5098738373631025,-0.7756503328116211,-0.6906840647015345,0.0950818069346589,39,0.6083255326468882,0.6718475433142823,0.5957455031277298,0.5083446103243667,0.7767590172522617,0.6322044413331057,0.0891160088272343,41
0.32477555274963377,0.010176769502561486,0.006973791122436524,0.005106256419278817,0.7,0.05,3,900,0.8,"{'model__colsample_bytree': 0.7, 'model__learning_rate': 0.05, 'model__max_depth': 3, 'model__n_estimators': 900, 'model__subsample': 0.8}",-0.7111970718179601,-0.7416909909760888,-0.7355009698451163,-0.5156970992281352,-0.7879889620989593,-0.6984150187932519,0.09467934079075112,55,0.5950691927769565,0.680939052608248,0.5971762888486694,0.4982458645702986,0.7712534881115566,0.6285367773831458,0.0918622222592102,51
0.3032257080078125,0.023136315670089082,0.00608973503112793,0.0022918562765265457,0.7,0.05,3,900,1.0,"{'model__colsample_bytree': 0.7, 'model__learning_rate': 0.05, 'model__max_depth': 3, 'model__n_estimators': 900, 'model__subsample': 1.0}",-0.7018698854219889,-0.7635366216775412,-0.738147595788868,-0.5217042350562656,-0.8009265452159466,-0.7052369766321221,0.09729753905934947,72,0.5961014551156043,0.6635866121012308,0.5879928881730032,0.4929137500184416,0.7634007125714248,0.6207990835959409,0.08967371413849384,72
0.2776791095733643,0.02838483850347636,0.006192159652709961,0.0026678913821829263,0.7,0.05,5,300,0.8,"{'model__colsample_bytree': 0.7, 'model__learning_rate': 0.05, 'model__max_depth': 5, 'model__n_estimators': 300, 'model__subsample': 0.8}",-0.6901794839794846,-0.7563013321222165,-0.7278229099043532,-0.5138823201204523,-0.7690954658625814,-0.6914563023978177,0.09283253435312033,42,0.6298959069811287,0.6616845683074444,0.6017245419847776,0.5041692895671093,0.7803245722805234,0.6355597758241966,0.08953179704825319,33
0.25630860328674315,0.01831931578465796,0.0032599449157714845,0.0008296004107986236,0.7,0.05,5,300,1.0,"{'model__colsample_bytree': 0.7, 'model__learning_rate': 0.05, 'model__max_depth': 5, 'model__n_estimators': 300, 'model__subsample': 1.0}",-0.6698233015214661,-0.76831497207367,-0.7262273702537492,-0.513830983851357,-0.7492191048402908,-0.6854831465081066,0.09197083360438317,28,0.6430847557396857,0.6535743459127707,0.5961978648297517,0.49595380894219243,0.7893312115093298,0.635628397386746,0.09493783963464868,30
0.5226315975189209,0.0071761645494153046,0.004796314239501953,0.0007854405365186753,0.7,0.05,5,600,0.8,"{'model__colsample_bytree': 0.7, 'model__learning_rate': 0.05, 'model__max_depth': 5, 'model__n_estimators': 600, 'model__subsample': 0.8}",-0.7061966932984077,-0.7754858541191538,-0.7430711483638736,-0.5337116168122081,-0.7934909760371536,-0.7103912577261594,0.09321387750678298,88,0.6188797483944375,0.6476852960069339,0.590662994540162,0.47401160106262474,0.7654733491977438,0.6193425978403804,0.09391627923966264,79
0.49063358306884763,0.04035512780196463,0.0066887855529785155,0.0029568775813833574,0.7,0.05,5,600,1.0,"{'model__colsample_bytree': 0.7, 'model__learning_rate': 0.05, 'model__max_depth': 5, 'model__n_estimators': 600, 'model__subsample': 1.0}",-0.6936730728232415,-0.7761707212564241,-0.7456088986982737,-0.526400526715678,-0.7785712379589176,-0.7040848914905069,0.09396697855229574,65,0.6246153812819497,0.6468796712557084,0.5820168636936047,0.4741283754243524,0.7762819518042838,0.6207844486919798,0.09786321028068347,73
0.7269872188568115,0.03970430708078955,0.014187860488891601,0.00839053562034558,0.7,0.05,5,900,0.8,"{'model__colsample_bytree': 0.7, 'model__learning_rate': 0.05, 'model__max_depth': 5, 'model__n_estimators': 900, 'model__subsample': 0.8}",-0.7174897220454985,-0.7871823432533462,-0.7505013117224589,-0.5437804727356191,-0.8048056971058204,-0.7207519093725485,0.09348005131531892,118,0.6104603648243785,0.6401693239748265,0.5854784745428309,0.45970205809550535,0.7581814925856682,0.6107983428046418,0.09597473061706487,110
0.7097567558288574,0.05092682550079744,0.008256053924560547,0.0031227783733954384,0.7,0.05,5,900,1.0,"{'model__colsample_bytree': 0.7, 'model__learning_rate': 0.05, 'model__max_depth': 5, 'model__n_estimators': 900, 'model__subsample': 1.0}",-0.7050461136072019,-0.7867652765650858,-0.7558340486108177,-0.536021756399139,-0.7975525168741339,-0.7162439424112755,0.09566310371488589,100,0.6157713239728582,0.6391483958924098,0.5742561551845708,0.45915101374894596,0.7671842562144493,0.6111022290026469,0.09961605504784736,108
0.6013811588287353,0.027120666953337168,0.003987646102905274,4.471161450509824e-05,0.7,0.05,7,300,0.8,"{'model__colsample_bytree': 0.7, 'model__learning_rate': 0.05, 'model__max_depth': 7, 'model__n_estimators': 300, 'model__subsample': 0.8}",-0.7033859418272171,-0.7687037644791821,-0.7362088866381896,-0.5337175538064417,-0.7834703663935638,-0.7050973026289189,0.09003332364717073,69,0.6190417290275775,0.6508526973786775,0.5951354250215933,0.473939877015493,0.7730822878348793,0.6224104032556441,0.0962390258298469,69
0.5905603885650634,0.057037496831169744,0.003952789306640625,0.0001242991460750639,0.7,0.05,7,300,1.0,"{'model__colsample_bytree': 0.7, 'model__learning_rate': 0.05, 'model__max_depth': 7, 'model__n_estimators': 300, 'model__subsample': 1.0}",-0.7055453605535628,-0.7712637661670538,-0.7500803593689067,-0.5332414486968283,-0.786443341106213,-0.7093148551785129,0.09215676948098242,85,0.6082844619933709,0.6436356036500963,0.5873228693345633,0.4758205793827085,0.7730666138812875,0.6176260256484054,0.0958672053443993,85
1.2559311389923096,0.04122577898836411,0.013210678100585937,0.011684163538683408,0.7,0.05,7,600,0.8,"{'model__colsample_bytree': 0.7, 'model__learning_rate': 0.05, 'model__max_depth': 7, 'model__n_estimators': 600, 'model__subsample': 0.8}",-0.7099940583694268,-0.7757511572141583,-0.7435079680056893,-0.5469560396751181,-0.799895984291111,-0.7152210415111007,0.08941400701004333,97,0.6151216460872921,0.6470706510797369,0.591456827495775,0.4519086847251653,0.7644925827545895,0.6140100784285119,0.10052336258118041,98
1.2104132652282715,0.10320410993520543,0.00866560935974121,0.002578329313211656,0.7,0.05,7,600,1.0,"{'model__colsample_bytree': 0.7, 'model__learning_rate': 0.05, 'model__max_depth': 7, 'model__n_estimators': 600, 'model__subsample': 1.0}",-0.7084653236087768,-0.7795476434413464,-0.7575766408203825,-0.542553768720176,-0.8021416667206198,-0.7180570086622604,0.09306612365901301,110,0.6051134161210179,0.6384955582567184,0.5834351045882678,0.4621838808088783,0.7648101151246327,0.610807614979903,0.09731812250393217,109
1.849355936050415,0.05987892036366022,0.018757438659667967,0.01217766240627898,0.7,0.05,7,900,0.8,"{'model__colsample_bytree': 0.7, 'model__learning_rate': 0.05, 'model__max_depth': 7, 'model__n_estimators': 900, 'model__subsample': 0.8}",-0.7121227438749271,-0.7778473137790661,-0.744453672424146,-0.5489189714861467,-0.8051090902314504,-0.7176903583591472,0.08999105322794976,108,0.61395920995714,0.6457572248236463,0.5909051841871155,0.44929067757178576,0.7615907206257706,0.6123006034330916,0.10043867330455523,101
1.7643810272216798,0.05752999600982945,0.013129806518554688,0.0039028867850065562,0.7,0.05,7,900,1.0,"{'model__colsample_bytree': 0.7, 'model__learning_rate': 0.05, 'model__max_depth': 7, 'model__n_estimators': 900, 'model__subsample': 1.0}",-0.7101645116845324,-0.7807145622575519,-0.7602271578415963,-0.5451168929185857,-0.8078907798398315,-0.7208227809084196,0.09349515988512926,119,0.6048514022801625,0.6374631189686664,0.5819981212808673,0.4597147812431125,0.7618349659901514,0.609172477952592,0.09716060527200322,114
0.11499967575073242,0.011759477978148181,0.002457857131958008,3.213012136010237e-05,0.7,0.1,3,300,0.8,"{'model__colsample_bytree': 0.7, 'model__learning_rate': 0.1, 'model__max_depth': 3, 'model__n_estimators': 300, 'model__subsample': 0.8}",-0.698017780420502,-0.7574082895609708,-0.7286377782058857,-0.512235539598146,-0.7324797866666036,-0.6857558348904217,0.08878706119577327,29,0.6100323262918037,0.6678786165077495,0.5974270859303655,0.5044948000951622,0.7982296226871115,0.6356124903024385,0.09673650110322608,31
0.11115703582763672,0.009543425769275459,0.0032407760620117186,0.0014607964858468214,0.7,0.1,3,300,1.0,"{'model__colsample_bytree': 0.7, 'model__learning_rate': 0.1, 'model__max_depth': 3, 'model__n_estimators': 300, 'model__subsample': 1.0}",-0.6819353989454622,-0.7537543237198017,-0.7300896801656487,-0.49356742177144586,-0.8133150132293772,-0.6945323675663471,0.10901969779578208,49,0.614699262832139,0.6704956765567249,0.59674190510194,0.5235853546658885,0.757539324397007,0.6326123047107399,0.07814902249374096,40
0.24419021606445312,0.06435257488066849,0.0043658256530761715,0.0022910534088708486,0.7,0.1,3,600,0.8,"{'model__colsample_bytree': 0.7, 'model__learning_rate': 0.1, 'model__max_depth': 3, 'model__n_estimators': 600, 'model__subsample': 0.8}",-0.7257118448521538,-0.7752918390333517,-0.737739645468128,-0.5312020139226268,-0.7749238736414572,-0.7089738433835435,0.09105815553880021,82,0.5861906651291499,0.6555940911460634,0.5902084292440349,0.4714134799841968,0.775676707997216,0.6158166747001322,0.09952209646853888,90
0.20275917053222656,0.01698774217297765,0.005021905899047852,0.0025223693152084826,0.7,0.1,3,600,1.0,"{'model__colsample_bytree': 0.7, 'model__learning_rate': 0.1, 'model__max_depth': 3, 'model__n_estimators': 600, 'model__subsample': 1.0}",-0.7041272973364205,-0.7714853862654999,-0.7478997168515275,-0.5137366055985069,-0.8338857817408573,-0.7142269575585625,0.10865449916754337,96,0.5988581153506869,0.6572430526685775,0.5806929753264187,0.4980615271439688,0.7475175004518777,0.616474634188306,0.08300196324270073,88
0.29213991165161135,0.019590909742746986,0.00872945785522461,0.004261481589844069,0.7,0.1,3,900,0.8,"{'model__colsample_bytree': 0.7, 'model__learning_rate': 0.1, 'model__max_depth': 3, 'model__n_estimators': 900, 'model__subsample': 0.8}",-0.7338444177831362,-0.7923358818293688,-0.7460624799736755,-0.5452288163693456,-0.7942754673232625,-0.7223494126557578,0.09180153979185582,123,0.5771521685234222,0.6408960065464164,0.5796797178899894,0.44136372631492893,0.7651271126495204,0.6008437463848555,0.10491548192759678,138
0.28744006156921387,0.028509996952027387,0.009235858917236328,0.0024442131886357223,0.7,0.1,3,900,1.0,"{'model__colsample_bytree': 0.7, 'model__learning_rate': 0.1, 'model__max_depth': 3, 'model__n_estimators': 900, 'model__subsample': 1.0}",-0.718625616860926,-0.7845728320846997,-0.7568412532721334,-0.5313295928567406,-0.8489672288311072,-0.7280673047811215,0.10717507091384094,135,0.5889614918258658,0.6472198572031254,0.5750406718071097,0.46859592670925343,0.7382552829051083,0.6036146460900926,0.08864621485164803,126
0.251079797744751,0.01200558674865421,0.00406498908996582,0.0015213082179104062,0.7,0.1,5,300,0.8,"{'model__colsample_bytree': 0.7, 'model__learning_rate': 0.1, 'model__max_depth': 5, 'model__n_estimators': 300, 'model__subsample': 0.8}",-0.7086881505635912,-0.785217254582697,-0.7662431589596972,-0.5213497726811057,-0.8066928578942717,-0.7176382389362725,0.10341117234676549,107,0.5985631588156433,0.6521123975938143,0.5639389014938825,0.4755473625257306,0.7595575383544007,0.6099438717566943,0.09430888973313471,112
0.24468183517456055,0.015632721726914926,0.003411674499511719,0.0010892635820405276,0.7,0.1,5,300,1.0,"{'model__colsample_bytree': 0.7, 'model__learning_rate': 0.1, 'model__max_depth': 5, 'model__n_estimators': 300, 'model__subsample': 1.0}",-0.7160970231942122,-0.7844294268967933,-0.7483509030047911,-0.5270881320973734,-0.8088459340169027,-0.7169622838420147,0.100032602836392,104,0.6032371361967532,0.6404036159502432,0.5847274754646574,0.4852717370740325,0.7581732923960685,0.6143626514163509,0.08834717562115699,97
0.49822225570678713,0.01403803209690985,0.006792974472045898,0.003208959146361989,0.7,0.1,5,600,0.8,"{'model__colsample_bytree': 0.7, 'model__learning_rate': 0.1, 'model__max_depth': 5, 'model__n_estimators': 600, 'model__subsample': 0.8}",-0.7237412985947557,-0.7977127977031092,-0.7753409971153075,-0.5398396222875045,-0.8409983831294273,-0.7355266197660207,0.10488936363081602,153,0.5832396637071025,0.6418084394987449,0.5564973047551726,0.44480130266640505,0.7402888763768362,0.5933271174008522,0.0974333686759783,155
0.480814790725708,0.016352086386760792,0.004736804962158203,0.0012690171274768196,0.7,0.1,5,600,1.0,"{'model__colsample_bytree': 0.7, 'model__learning_rate': 0.1, 'model__max_depth': 5, 'model__n_estimators': 600, 'model__subsample': 1.0}",-0.724201120774639,-0.8001748382711931,-0.7588873345565873,-0.5406521081820459,-0.8373704548742189,-0.732257171331737,0.10310012379055505,145,0.6000291629138539,0.6272142620145373,0.5756131122660411,0.4610484031556079,0.7432880456836403,0.6014385972067361,0.09073477799900925,136
0.7464961528778076,0.007758173654400126,0.010303974151611328,0.002523064015746863,0.7,0.1,5,900,0.8,"{'model__colsample_bytree': 0.7, 'model__learning_rate': 0.1, 'model__max_depth': 5, 'model__n_estimators': 900, 'model__subsample': 0.8}",-0.7275401122482482,-0.8025444486896893,-0.7795923571592828,-0.5457224004433707,-0.8524784718196512,-0.7415755580720484,0.1058464850680359,160,0.5802390130871106,0.6376130261319493,0.5540844824553501,0.4346618647227273,0.733003647392731,0.5879204067579736,0.09819425382601443,158
0.7520021438598633,0.013930871014856022,0.010019826889038085,0.0037064018212537133,0.7,0.1,5,900,1.0,"{'model__colsample_bytree': 0.7, 'model__learning_rate': 0.1, 'model__max_depth': 5, 'model__n_estimators': 900, 'model__subsample': 1.0}",-0.7297753579676602,-0.8012536574407954,-0.7607014335780483,-0.5450993183015708,-0.8471756031386762,-0.7368010740853502,0.10364055500272516,156,0.597054073506338,0.6262023241003052,0.5732200340534539,0.45395875152064213,0.7379386793945846,0.5976747725150648,0.09136793634914789,149
0.665087366104126,0.06098560002940487,0.006710147857666016,0.0028789497281084685,0.7,0.1,7,300,0.8,"{'model__colsample_bytree': 0.7, 'model__learning_rate': 0.1, 'model__max_depth': 7, 'model__n_estimators': 300, 'model__subsample': 0.8}",-0.7122930508336531,-0.8012313271794679,-0.7640557973967702,-0.5473685560763867,-0.7950317223978082,-0.7239960907768173,0.0937553944631521,125,0.5985154198248464,0.6308160474134445,0.5822902245044426,0.4507518640946593,0.7642108335081625,0.6053168778691111,0.10036366560252419,122
0.630087423324585,0.05983652333648552,0.006138277053833008,0.0024675177598255907,0.7,0.1,7,300,1.0,"{'model__colsample_bytree': 0.7, 'model__learning_rate': 0.1, 'model__max_depth': 7, 'model__n_estimators': 300, 'model__subsample': 1.0}",-0.7252737695657503,-0.7917257479290709,-0.7623890419532112,-0.5438964383779331,-0.8011141889538431,-0.7248798373559617,0.09427845824115076,129,0.5918086375619449,0.6325827216370272,0.5751228010543771,0.46666753674323935,0.762203684199564,0.6056770762392305,0.09557619175102637,120
1.2829620361328125,0.04049610602008745,0.010819625854492188,0.004543545118638514,0.7,0.1,7,600,0.8,"{'model__colsample_bytree': 0.7, 'model__learning_rate': 0.1, 'model__max_depth': 7, 'model__n_estimators': 600, 'model__subsample': 0.8}",-0.7153688865567778,-0.802654440189587,-0.7660220196668696,-0.5512658820083434,-0.7999856255015633,-0.7270593707846282,0.09337125818036304,132,0.59625762806583,0.6294506590929596,0.5809994559839198,0.44515892783891853,0.7615146191839707,0.6026762580331197,0.10126133061978546,129
1.2012474536895752,0.044843864358626334,0.009544992446899414,0.002696674515012805,0.7,0.1,7,600,1.0,"{'model__colsample_bytree': 0.7, 'model__learning_rate': 0.1, 'model__max_depth': 7, 'model__n_estimators': 600, 'model__subsample': 1.0}",-0.7275290574293459,-0.7951671818692881,-0.7622028291403168,-0.5469304659418843,-0.8126045644411957,-0.7288868197644062,0.09552137129480862,137,0.5890607072913634,0.630393123403787,0.5742259437195538,0.461530729257967,0.7570546707860571,0.6024530348917456,0.09541229869046997,131
