mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_model__alpha,param_model__l1_ratio,params,split0_test_mae,split1_test_mae,split2_test_mae,split3_test_mae,split4_test_mae,mean_test_mae,std_test_mae,rank_test_mae,split0_test_r2,split1_test_r2,split2_test_r2,split3_test_r2,split4_test_r2,mean_test_r2,std_test_r2,rank_test_r2
0.009415912628173827,0.0023403190186854295,0.0010730743408203125,0.00012536341807765547,0.021544346900318832,0.3,"{'model__alpha': np.float64(0.021544346900318832), 'model__l1_ratio': 0.3}",-0.6399284800342722,-0.7065118912284689,-0.7012827324879082,-0.49618085755617675,-0.6141998251720612,-0.6316207572957774,0.0763910286670173,6,0.6695949989583904,0.7082073806942384,0.6228401230948075,0.5260481477996934,0.839485616603577,0.6732352534301415,0.10303319622207055,4
0.011624813079833984,0.004590515534650725,0.00112457275390625,0.00011115547711771714,0.021544346900318832,0.5,"{'model__alpha': np.float64(0.021544346900318832), 'model__l1_ratio': 0.5}",-0.6392401736754949,-0.7057022516206216,-0.7007337839092602,-0.49606427753024973,-0.605625129738269,-0.6294731232947791,0.07661723559952395,3,0.6689571239048162,0.7074144136989882,0.6226545606432697,0.5256933839200422,0.840411504245406,0.6730261972825045,0.10340329534839589,7
0.010057544708251953,0.00429913416031861,0.0015962600708007812,0.0010324826213530625,0.021544346900318832,0.7,"{'model__alpha': np.float64(0.021544346900318832), 'model__l1_ratio': 0.7}",-0.638862670100175,-0.7055393056914957,-0.7003152479989804,-0.495742327022969,-0.5982949142019863,-0.6277508930031213,0.07711551145400729,2,0.6682938640733305,0.7060600598863864,0.6223112985608766,0.5256142768936051,0.8409984637578745,0.6726555926344145,0.10356630904601144,11
0.009727811813354493,0.0025341049188876033,0.0010381221771240234,7.121597678831328e-05,0.021544346900318832,0.9,"{'model__alpha': np.float64(0.021544346900318832), 'model__l1_ratio': 0.9}",-0.6382854555337666,-0.7051933171153483,-0.7002888233791403,-0.4952897992545045,-0.5914287129375878,-0.6260972216440694,0.07774525886547738,1,0.6680771923058738,0.7054906876213598,0.6219199967766029,0.5256185790118332,0.8414972185276007,0.6725207348486542,0.10373089508493331,13
0.008208703994750977,0.0005903177076092658,0.001077747344970703,8.890469931494506e-05,0.1,0.1,"{'model__alpha': np.float64(0.1), 'model__l1_ratio': 0.1}",-0.6414376946642927,-0.7102246557814963,-0.7050283979957396,-0.5108445269753209,-0.6395343314392861,-0.6414139213712271,0.07187992624187461,19,0.6668319233262632,0.7076765384659716,0.625947796121757,0.508117231928351,0.8342884234751573,0.6685723826634999,0.10635476590855093,16
0.010160255432128906,0.003098875171561707,0.0010954380035400391,0.00010783549775534755,0.1,0.3,"{'model__alpha': np.float64(0.1), 'model__l1_ratio': 0.3}",-0.6411554578841434,-0.7098671980931055,-0.7049640885888359,-0.5094265056766624,-0.6155917154171789,-0.6362009931319852,0.07304263517788488,17,0.6643027978992198,0.7065151638953966,0.6257989044682515,0.5075937790022675,0.8374512497404711,0.6683323790011213,0.1074442637014392,17
0.007092666625976562,0.00038661280458140036,0.0009401798248291016,2.996821959486757e-05,0.1,0.5,"{'model__alpha': np.float64(0.1), 'model__l1_ratio': 0.5}",-0.6408205334362067,-0.7117323054447301,-0.7055473118715518,-0.5082847438198238,-0.6016583766341239,-0.6336086542412873,0.07490979816155632,15,0.6615086696574961,0.7040671716938454,0.6242833040687903,0.5094501023157949,0.8373282362062442,0.6673274967884342,0.10682882389719768,18
0.00788421630859375,0.0023626630131270993,0.0009474277496337891,2.304283189718775e-05,0.1,0.7,"{'model__alpha': np.float64(0.1), 'model__l1_ratio': 0.7}",-0.6426533361088174,-0.7126295410722399,-0.7057310915932473,-0.5076386959293184,-0.6174962429461311,-0.6372297815299508,0.07428355157890927,18,0.6579373911702495,0.7020118313704364,0.6226283907842786,0.5111888721676798,0.8349711556286915,0.6657475282242672,0.10560338268349015,19
0.010492610931396484,0.004725393034553704,0.0013998985290527345,0.0006577818596800208,0.1,0.9,"{'model__alpha': np.float64(0.1), 'model__l1_ratio': 0.9}",-0.6441951744933794,-0.7122728712951073,-0.7070093096032022,-0.5075762526008515,-0.6371976780303447,-0.6416502572045771,0.07383969139590937,20,0.656834059259666,0.7005323181360363,0.6201715922212905,0.5112485574672263,0.8317604446552012,0.6641093943478841,0.10467416152483928,20
0.008748102188110351,0.003336554153955599,0.0010132789611816406,0.00010273080043395092,0.46415888336127775,0.1,"{'model__alpha': np.float64(0.46415888336127775), 'model__l1_ratio': 0.1}",-0.6618630534011863,-0.7285876136973239,-0.7249682311480701,-0.5432568745588403,-0.6657180484649176,-0.6648787642540677,0.06703915943978075,21,0.6479135718246407,0.694979780831919,0.6211970645367018,0.4644820246766326,0.822532993103052,0.6502210869945892,0.11579417207908589,21
0.009263849258422852,0.002952544347094058,0.0014663219451904296,0.0008595753462536001,0.46415888336127775,0.3,"{'model__alpha': np.float64(0.46415888336127775), 'model__l1_ratio': 0.3}",-0.6776538163049657,-0.7415988804137579,-0.7381588722149631,-0.5597943388781268,-0.6589755275907565,-0.675236287080514,0.0662726876856718,22,0.6320750256525383,0.6837202775695262,0.6130574708357042,0.45420027762330184,0.8160663052247868,0.6398238713811715,0.11680829879015218,22
0.006756401062011719,9.132217144354986e-05,0.000990009307861328,3.864281975382243e-05,0.46415888336127775,0.5,"{'model__alpha': np.float64(0.46415888336127775), 'model__l1_ratio': 0.5}",-0.7049618149258767,-0.7561012329092147,-0.756530915073804,-0.5916961957950336,-0.75453200015841,-0.7127644317724678,0.06364984171944002,23,0.6110517934802189,0.6713343042554103,0.5989809825073418,0.42826237747875207,0.7931572402592661,0.6205573395961979,0.11823897233724817,23
0.006456136703491211,0.0003057416869435035,0.0009551048278808594,3.099074708799729e-05,0.46415888336127775,0.7,"{'model__alpha': np.float64(0.46415888336127775), 'model__l1_ratio': 0.7}",-0.7358128476235376,-0.7703659786182812,-0.7751486180445392,-0.6219353159134708,-0.8503984288610491,-0.7507322378121757,0.0744664062971554,24,0.5853005135538502,0.6576452333654186,0.5799782195107401,0.39442366584105104,0.7575032346795136,0.5949701733901147,0.1190649586130264,24
0.009265899658203125,0.003929250947597989,0.001351642608642578,0.0008263682795760097,0.46415888336127775,0.9,"{'model__alpha': np.float64(0.46415888336127775), 'model__l1_ratio': 0.9}",-0.7710029588581572,-0.7859845024314155,-0.7912819387396514,-0.6563387251227519,-0.9123059020794615,-0.7833828054462876,0.08122042714277496,26,0.5562855641307106,0.6416317274848565,0.5597257000278182,0.3474605918893775,0.7279304046487236,0.5666067976362973,0.12635899899645184,25
0.009626293182373047,0.004370107315469559,0.001472806930541992,0.0007248394662283912,2.154434690031882,0.1,"{'model__alpha': np.float64(2.154434690031882), 'model__l1_ratio': 0.1}",-0.7831194036311532,-0.810266453895571,-0.8146860252435776,-0.6584380801823103,-0.8212569433886787,-0.7775533812682582,0.06095640289431682,25,0.5512955578494383,0.621775417966584,0.5600644523038415,0.3354552351123328,0.7524181339449656,0.5642017594354325,0.1350916648278141,26
0.007355022430419922,0.002240575418299118,0.0009706020355224609,2.8503138068048095e-05,2.154434690031882,0.3,"{'model__alpha': np.float64(2.154434690031882), 'model__l1_ratio': 0.3}",-1.029538016550871,-0.9462882228802558,-0.9719894467159986,-0.8741494780241762,-1.2736834618318758,-1.0191297252006355,0.13671378844067225,27,0.30219940907264153,0.4693456225554751,0.3946036415294393,-0.023252838584072455,0.49685419574816436,0.32795000606432956,0.18813324220399627,27
0.006007862091064453,0.0001938327153458594,0.0009344100952148437,1.4488632513671177e-05,2.154434690031882,0.5,"{'model__alpha': np.float64(2.154434690031882), 'model__l1_ratio': 0.5}",-1.3007986306683803,-1.1112578113113163,-1.1407499103135288,-1.101264407269274,-1.6537730880164938,-1.2615687695157987,0.20892643629143637,28,-0.05907992593996214,0.24726774662709805,0.1558135928149761,-0.5912171083358178,0.16077112958181772,-0.017288913050377608,0.3042367974458998,28
0.006600236892700196,0.0006851726637036703,0.0012813091278076171,0.0006647291516215578,2.154434690031882,0.7,"{'model__alpha': np.float64(2.154434690031882), 'model__l1_ratio': 0.7}",-1.518304062146006,-1.2678503166930981,-1.324501353595344,-1.303219537586973,-1.844316014946158,-1.4516382569935158,0.21476036256402978,30,-0.4170489414163263,-1.0002495307581682e-06,-0.129690259530707,-1.224008230007326,-0.045950184079269096,-0.36333972305663187,0.45408769587885933,30
0.008240985870361327,0.0028222083674807157,0.003960847854614258,0.004991940142526123,2.154434690031882,0.9,"{'model__alpha': np.float64(2.154434690031882), 'model__l1_ratio': 0.9}",-1.518304062146006,-1.2678503166930981,-1.324501353595344,-1.3119273851648146,-1.844316014946158,-1.453379826509084,0.21358179358650287,31,-0.4170489414163263,-1.0002495307581682e-06,-0.129690259530707,-1.2543421987234313,-0.045950184079269096,-0.3694065167998529,0.4656026805332787,31
0.006426382064819336,0.0006441324248726867,0.0011717796325683594,0.0004899927083698651,10.0,0.1,"{'model__alpha': np.float64(10.0), 'model__l1_ratio': 0.1}",-1.377006381607472,-1.1702422316349277,-1.2081721254491478,-1.1698147749702532,-1.7287439446914483,-1.33079589167065,0.21317928980581763,29,-0.17813673390154428,0.1593163163683865,0.06190987723520902,-0.781799218726992,0.08180759875966259,-0.13138043205305563,0.344251544516593,29
0.00783233642578125,0.0040861201738093735,0.0015213966369628906,0.001178949111714584,10.0,0.3,"{'model__alpha': np.float64(10.0), 'model__l1_ratio': 0.3}",-1.518304062146006,-1.2678503166930981,-1.324501353595344,-1.3119273851648146,-1.844316014946158,-1.453379826509084,0.21358179358650287,31,-0.4170489414163263,-1.0002495307581682e-06,-0.129690259530707,-1.2543421987234313,-0.045950184079269096,-0.3694065167998529,0.4656026805332787,31
0.006320667266845703,0.00043808870960945296,0.0009779930114746094,4.420128709643035e-05,10.0,0.5,"{'model__alpha': np.float64(10.0), 'model__l1_ratio': 0.5}",-1.518304062146006,-1.2678503166930981,-1.324501353595344,-1.3119273851648146,-1.844316014946158,-1.453379826509084,0.21358179358650287,31,-0.4170489414163263,-1.0002495307581682e-06,-0.129690259530707,-1.2543421987234313,-0.045950184079269096,-0.3694065167998529,0.4656026805332787,31
0.008342838287353516,0.0035330066249875973,0.0012372493743896484,0.0006075399354767301,10.0,0.7,"{'model__alpha': np.float64(10.0), 'model__l1_ratio': 0.7}",-1.518304062146006,-1.2678503166930981,-1.324501353595344,-1.3119273851648146,-1.844316014946158,-1.453379826509084,0.21358179358650287,31,-0.4170489414163263,-1.0002495307581682e-06,-0.129690259530707,-1.2543421987234313,-0.045950184079269096,-0.3694065167998529,0.4656026805332787,31
0.007126617431640625,0.0012364263787700601,0.0009298324584960938,5.243105900333607e-05,10.0,0.9,"{'model__alpha': np.float64(10.0), 'model__l1_ratio': 0.9}",-1.518304062146006,-1.2678503166930981,-1.324501353595344,-1.3119273851648146,-1.844316014946158,-1.453379826509084,0.21358179358650287,31,-0.4170489414163263,-1.0002495307581682e-06,-0.129690259530707,-1.2543421987234313,-0.045950184079269096,-0.3694065167998529,0.4656026805332787,31
