mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_model__alpha,params,split0_test_mae,split1_test_mae,split2_test_mae,split3_test_mae,split4_test_mae,mean_test_mae,std_test_mae,rank_test_mae,split0_test_r2,split1_test_r2,split2_test_r2,split3_test_r2,split4_test_r2,mean_test_r2,std_test_r2,rank_test_r2
0.01993532180786133,0.0026083009569905255,0.002595996856689453,0.0010274276105355863,0.001,{'model__alpha': np.float64(0.001)},-0.6450266716733446,-0.7079129961203746,-0.7054427902893208,-0.4907297439396063,-0.6109887449526389,-0.632020189395057,0.07965560450880324,3,0.6684607145547073,0.7064532326837077,0.6164392532121299,0.534046010436273,0.838859024909776,0.6728516471593189,0.10114955193515894,2
0.014765024185180664,0.004375058734732005,0.001707601547241211,0.00026812500404958155,0.004641588833612777,{'model__alpha': np.float64(0.004641588833612777)},-0.6411638951851055,-0.7056329936192368,-0.7020440099587439,-0.49170169143933135,-0.6109175669332509,-0.6302920314271339,0.07813508384991194,2,0.6690208928122666,0.7080230440902404,0.6206825506590212,0.5317461536199561,0.8401737395973652,0.6739292761557699,0.10185769776915297,1
0.011655378341674804,0.0014377677573241723,0.001956319808959961,0.0006669587417742045,0.021544346900318832,{'model__alpha': np.float64(0.021544346900318832)},-0.6378118209369298,-0.7049175925949882,-0.7003662904883794,-0.4946623223010443,-0.5895965415880876,-0.6254709135818859,0.0780656754295383,1,0.6682191578559611,0.7056456226154292,0.6218162881539637,0.5263488161349569,0.8416344373795781,0.6727328644279778,0.10358779066875559,3
0.010650062561035156,0.001343298944343789,0.00179443359375,0.0005196577738258998,0.1,{'model__alpha': np.float64(0.1)},-0.6451037396350988,-0.7133477165242672,-0.7084916267746749,-0.5079443524292311,-0.6419177466778703,-0.6433610364082284,0.07413896087051251,4,0.6563896021711066,0.698551746130648,0.6185516141886618,0.512528760126221,0.8310066395300832,0.6634056724293442,0.1040675599006452,4
0.009184932708740235,0.002293244238162654,0.0011338233947753907,7.981940688314847e-05,0.46415888336127775,{'model__alpha': np.float64(0.46415888336127775)},-0.7885035081806285,-0.795386613933301,-0.8017911886353888,-0.6725802625527934,-0.9422473843024431,-0.800101791520911,0.0855882200262562,5,0.5396981928475658,0.6317801962928191,0.5517493085270007,0.32290269903542335,0.7121299165519619,0.5516520626509542,0.13010982684497652,5
0.011574029922485352,0.002815134405147113,0.0015205860137939454,0.00048262988579315464,2.154434690031882,{'model__alpha': np.float64(2.154434690031882)},-1.518304062146006,-1.2678503166930981,-1.324501353595344,-1.3119273851648146,-1.844316014946158,-1.453379826509084,0.21358179358650287,6,-0.4170489414163263,-1.0002495307581682e-06,-0.129690259530707,-1.2543421987234313,-0.045950184079269096,-0.3694065167998529,0.4656026805332787,6
0.009431552886962891,0.002484638626788442,0.0012726306915283204,0.00034563127544693696,10.0,{'model__alpha': np.float64(10.0)},-1.518304062146006,-1.2678503166930981,-1.324501353595344,-1.3119273851648146,-1.844316014946158,-1.453379826509084,0.21358179358650287,6,-0.4170489414163263,-1.0002495307581682e-06,-0.129690259530707,-1.2543421987234313,-0.045950184079269096,-0.3694065167998529,0.4656026805332787,6
